"CRASH_ID","UNIT_NBR","PRSN_NBR","PRSN_TYPE_ID","PRSN_OCCPNT_POS_ID","PRSN_INJRY_SEV_ID","PRSN_AGE","PRSN_ETHNICITY_ID","PRSN_GNDR_ID","PRSN_EJCT_ID","PRSN_REST_ID","PRSN_AIRBAG_ID","PRSN_HELMET_ID","PRSN_SOL_FL","PRSN_ALC_SPEC_TYPE_ID","PRSN_ALC_RSLT_ID","PRSN_BAC_TEST_RSLT","PRSN_DRG_SPEC_TYPE_ID","PRSN_DRG_RSLT_ID","DRVR_DRG_CAT_1_ID","PRSN_DEATH_TIME","INCAP_INJRY_CNT","NONINCAP_INJRY_CNT","POSS_INJRY_CNT","NON_INJRY_CNT","UNKN_INJRY_CNT","TOT_INJRY_CNT","DEATH_CNT","DRVR_LIC_TYPE_ID","DRVR_LIC_STATE_ID","DRVR_LIC_CLS_ID","DRVR_ZIP"
14844814,2,1,"DRIVER","FRONT LEFT","NOT INJURED",51,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75067"
14844820,1,1,"DRIVER","FRONT LEFT","NOT INJURED",54,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75645"
14844820,3,1,"DRIVER","FRONT LEFT","NOT INJURED",56,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"ID CARD","Texas","UNLICENSED","75566"
14844822,1,1,"DRIVER","FRONT LEFT","NOT INJURED",21,"ASIAN","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","BREATH","Positive",0.131,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75013"
14844837,1,1,"DRIVER","FRONT LEFT","NOT INJURED",57,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"COMMERCIAL DRIVER LIC.","Missouri","OTHER/OUT OF STATE","63021"
14844837,3,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",45,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED MULTIPLE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C AND M","75762"
14844838,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",38,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","75701"
14844838,2,1,"DRIVER","FRONT LEFT","NOT INJURED",39,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75771"
14844840,1,1,"DRIVER","FRONT LEFT","NOT INJURED",54,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C AND M","75778"
14844840,2,1,"DRIVER","FRONT LEFT","NOT INJURED",37,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"UNLICENSED",NA,"UNLICENSED","75704"
14844970,1,1,"DRIVER","FRONT LEFT","NOT INJURED",33,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77093"
14844970,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",27,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77028"
14844984,1,1,"DRIVER","FRONT LEFT","NOT INJURED",25,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78240"
14844984,2,1,"DRIVER","FRONT LEFT","UNKNOWN",NA,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,0,1,0,0,NA,NA,NA,""
14844998,1,1,"DRIVER","FRONT LEFT","NOT INJURED",51,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"COMMERCIAL DRIVER LIC.","Texas","CLASS A","77338"
14844998,3,1,"DRIVER","FRONT LEFT","NOT INJURED",35,"OTHER","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77433"
14845008,1,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78073"
14845037,1,1,"DRIVER","FRONT LEFT","NOT INJURED",29,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","BLOOD","Positive",0.198,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78212"
14845052,1,1,"DRIVER","FRONT LEFT","NOT INJURED",35,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79106"
14845052,2,1,"DRIVER","FRONT LEFT","NOT INJURED",47,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79108"
14845066,1,1,"DRIVER","FRONT LEFT","NOT INJURED",39,"HISPANIC","FEMALE","NO","UNKNOWN","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77551"
14845066,2,1,"DRIVER","FRONT LEFT","NOT INJURED",53,"WHITE","FEMALE","NO","UNKNOWN","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77560"
14845104,1,1,"DRIVER","FRONT LEFT","INCAPACITATING INJURY",19,"OTHER","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",1,0,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","78065"
14845104,2,1,"DRIVER","FRONT LEFT","INCAPACITATING INJURY",35,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",1,0,0,0,0,1,0,"COMMERCIAL DRIVER LIC.","Texas","CLASS A","78065"
14845137,1,1,"DRIVER","FRONT LEFT","NOT INJURED",52,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77328"
14845142,1,1,"DRIVER","FRONT LEFT","NOT INJURED",46,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75455"
14845142,2,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",47,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED MULTIPLE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","75494"
14845150,1,1,"DRIVER","FRONT LEFT","NOT INJURED",23,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"UNKNOWN","Unknown","UNKNOWN","78660"
14845202,1,1,"DRIVER","FRONT LEFT","NOT INJURED",51,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77036"
14845202,2,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77471"
14845208,1,1,"DRIVER","FRONT LEFT","NOT INJURED",74,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77573"
14845208,2,1,"DRIVER","FRONT LEFT","NOT INJURED",55,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77573"
14845218,1,1,"DRIVER","FRONT LEFT","NOT INJURED",20,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77568"
14845218,2,1,"DRIVER","FRONT LEFT","NOT INJURED",29,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","76148"
14845224,1,1,"DRIVER","FRONT LEFT","NOT INJURED",62,"HISPANIC","FEMALE","NO","UNKNOWN","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77590"
14845225,1,1,"DRIVER","FRONT LEFT","NOT INJURED",36,"HISPANIC","FEMALE","NO","UNKNOWN","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78521"
14845235,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",64,"BLACK","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","75702"
14845235,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",23,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"ID CARD","Texas","UNLICENSED","75701"
14845257,1,1,"DRIVER","FRONT LEFT","NOT INJURED",67,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C AND M","79118"
14845265,1,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78582"
14845269,1,1,"DRIVER","FRONT LEFT","NOT INJURED",61,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75904"
14845269,2,1,"DRIVER","FRONT LEFT","NOT INJURED",36,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75766"
14845274,1,1,"DRIVER","FRONT LEFT","NOT INJURED",74,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS A","75949"
14845274,2,1,"DRIVER","FRONT LEFT","NOT INJURED",51,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75901"
14845274,3,1,"DRIVER","FRONT LEFT","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,0,1,0,0,"UNKNOWN","Unknown","UNKNOWN",""
14845277,1,1,"DRIVER","FRONT LEFT","NOT INJURED",80,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75662"
14845277,2,1,"DRIVER","FRONT LEFT","NOT INJURED",67,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75904"
14845290,1,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"ASIAN","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79924"
14845312,1,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75501"
14845312,2,1,"DRIVER","FRONT LEFT","NOT INJURED",72,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75572"
14845330,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",37,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"UNLICENSED",NA,"UNLICENSED","75061"
14845333,1,1,"DRIVER","FRONT LEFT","NOT INJURED",54,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Arizona","OTHER/OUT OF STATE","77414"
14845333,2,1,"DRIVER","FRONT LEFT","NOT INJURED",41,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77414"
14845348,1,1,"DRIVER","FRONT LEFT","NOT INJURED",38,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","New Mexico","OTHER/OUT OF STATE","87144"
14845348,2,1,"DRIVER","FRONT LEFT","NOT INJURED",29,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78210"
14845367,1,1,"DRIVER","FRONT LEFT","NOT INJURED",25,"BLACK","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"ID CARD","Texas","UNLICENSED","75211"
14845367,2,1,"DRIVER","FRONT LEFT","NOT INJURED",32,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75217"
14845367,3,1,"DRIVER","FRONT LEFT","NOT INJURED",85,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75243"
14845373,1,1,"DRIVER","FRONT LEFT","NOT INJURED",47,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"COMMERCIAL DRIVER LIC.","Kansas","OTHER/OUT OF STATE","67209"
14845373,3,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75006"
14845390,1,1,"DRIVER","FRONT LEFT","NOT INJURED",19,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77327"
14845393,1,1,"DRIVER","FRONT LEFT","NOT INJURED",29,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","BREATH","Negative",0.07,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77327"
14845393,2,1,"DRIVER","FRONT LEFT","NOT INJURED",43,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77047"
14845404,1,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77346"
14845404,2,1,"DRIVER","FRONT LEFT","NOT INJURED",34,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77396"
14845405,1,1,"DRIVER","FRONT LEFT","NOT INJURED",44,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77093"
14845405,2,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"OTHER","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77039"
14845405,3,1,"DRIVER","FRONT LEFT","NOT INJURED",34,"OTHER","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77346"
14845408,1,1,"DRIVER","FRONT LEFT","NOT INJURED",23,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77479"
14845408,2,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",22,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77086"
14845408,3,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77081"
14845420,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",32,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","75763"
14845421,1,1,"DRIVER","FRONT LEFT","NOT INJURED",57,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75708"
14845421,2,1,"DRIVER","FRONT LEFT","NOT INJURED",29,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75702"
14845428,1,1,"DRIVER","FRONT LEFT","NOT INJURED",30,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79938"
14845428,2,1,"DRIVER","FRONT LEFT","NOT INJURED",55,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79902"
14845438,1,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75165"
14845441,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",32,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","79936"
14845441,2,1,"DRIVER","FRONT LEFT","NOT INJURED",27,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","California","OTHER/OUT OF STATE","79935"
14845451,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",20,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED MULTIPLE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","79924"
14845451,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",20,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED MULTIPLE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"UNLICENSED",NA,"UNLICENSED","79924"
